method,seed,task_id,episode,step,x,y,reward,done,z,vx,vy,speed,action_norm,action_torques,latency_ms
Enhanced Sequence Attention,2,4,0,920,10.200237128720527,8.899683747050814,0.0,False,0.513588084077862,-1.0464347246106267,-0.7138075869319281,1.2667071105952237,1.5445212125778198,"[-0.19227170944213867, -0.7635762691497803, 0.1647660732269287, -0.7411736249923706, -0.33878839015960693, 0.554099440574646, 0.44245582818984985, 0.7559574246406555]",3.6855830112472177
Enhanced Sequence Attention,2,4,0,921,10.076769512060205,8.82276966410481,0.0,False,0.4836089645977351,-1.4086436400941948,-0.815720741017629,1.627782919219935,1.6023461818695068,"[0.8365890383720398, 0.12943318486213684, -0.11611181497573853, -0.804451584815979, -0.8831815123558044, -0.02236942946910858, 0.1509646773338318, 0.6220566630363464]",3.2716660061851144
Enhanced Sequence Attention,2,4,0,922,9.9176921181972,8.741745499169683,0.0,False,0.4089555387964575,-2.152467697059558,-0.4464702584806255,2.198284075953932,2.096019983291626,"[0.9399945139884949, 0.418675035238266, -0.7283737659454346, -0.7884424924850464, -0.8610736727714539, -0.5624373555183411, 0.6555020809173584, 0.8335373401641846]",3.4412919776514173
Enhanced Sequence Attention,2,4,0,923,9.649535134218972,8.708753877473416,0.0,False,0.5069895386415141,-2.6375861216876553,-0.3869590893510178,2.6658203026743372,2.2774553298950195,"[0.9769640564918518, 0.3073268234729767, -0.7436003088951111, -0.7749791145324707, -0.8978385329246521, -0.8049173951148987, 0.9307869076728821, 0.8148553967475891]",3.1987089896574616
Enhanced Sequence Attention,2,4,0,924,9.407253677738211,8.674106806910096,0.0,False,0.5724855176957633,-2.3377321378292955,-0.3458454201715504,2.363175956820305,2.340399980545044,"[-0.8294075131416321, -0.9166687726974487, -0.8553574681282043, 0.8575072884559631, 0.7511056661605835, 0.762613832950592, 0.8596855998039246, -0.7729940414428711]",3.75987496227026
Enhanced Sequence Attention,2,4,0,925,9.230532975247694,8.637349403076994,0.0,False,0.5942209115747858,-1.378433497101349,-0.5557651382437948,1.486254956196345,2.2574946880340576,"[-0.891779899597168, -0.8635284900665283, -0.8504379987716675, -0.3304135799407959, 0.8590661883354187, 0.8538110852241516, 0.6001839637756348, -0.9464156627655029]",4.012084100395441
Enhanced Sequence Attention,2,4,0,926,9.115406948444424,8.548969488418454,0.0,False,0.5902181196013563,-1.0613321610050064,-0.9918703225477176,1.452663998567621,2.3996076583862305,"[-0.906822681427002, -0.7527074217796326, -0.8862326741218567, -0.9472876191139221, 0.8900898098945618, 0.690169632434845, 0.8764467835426331, -0.8060429096221924]",3.6910000490024686
Enhanced Sequence Attention,2,4,0,927,8.978828072285442,8.465298709279168,0.0,False,0.4892322930055348,-1.7070940538137565,-0.4610962983001673,1.768270314423788,1.9915201663970947,"[0.5946745276451111, -0.6455868482589722, -0.6044800877571106, -0.9297650456428528, -0.4074210226535797, -0.19681712985038757, 1.0, 0.8724358677864075]",3.718207939527929
Enhanced Sequence Attention,2,4,0,928,8.790009818152248,8.411398429667042,0.0,False,0.4021931274536529,-2.1499371169236814,-0.6290554401045684,2.2400759704642303,2.1119542121887207,"[0.8470242619514465, -0.07534155249595642, -0.5214278697967529, -0.8305433392524719, -0.8442521095275879, 0.7561253905296326, 0.937427818775177, 0.7824815511703491]",3.3558339346200228
Enhanced Sequence Attention,2,4,0,929,8.606187963125866,8.393713154914467,0.0,False,0.4158208925851433,-2.003165282637406,0.3773667614646576,2.0384005549013477,2.1364762783050537,"[0.9504050612449646, 0.7808935642242432, -0.904985249042511, -0.8028150200843811, -0.8442621827125549, -0.48262980580329895, 0.6958327889442444, 0.39757150411605835]",3.196624922566116
Enhanced Sequence Attention,2,4,0,930,8.385984668384866,8.450566946260476,0.0,False,0.5482994146877429,-2.40799411254088,0.7306493320415651,2.516403006762694,1.9907920360565183,"[0.9198115468025208, 0.06516498327255249, -0.5900017619132996, -0.14895713329315186, -0.9048238396644592, -0.7611239552497864, 0.8691651225090027, 0.7675930261611938]",3.9191669784486294
Enhanced Sequence Attention,2,4,0,931,8.178665387312204,8.504856750186743,0.0,False,0.6804923248108258,-1.9419732695835763,0.4892724250299798,2.0026601523153755,1.8116698265075684,"[0.36110785603523254, -0.8481477499008179, -0.5212406516075134, 1.0, 0.5348808169364929, 0.1757500171661377, 0.8212478160858154, 0.4114229679107666]",4.2117920238524675
Enhanced Sequence Attention,2,4,0,932,7.989852528029016,8.548740328964247,0.0,False,0.7114136542945351,-1.8269954466245868,0.375075065185724,1.8650988355878215,2.0819573402404785,"[-0.8061284422874451, -0.848593533039093, -0.7090405225753784, 0.4524306058883667, 0.8979513049125671, 0.7568884491920471, 0.47520583868026733, -0.807553768157959]",5.6646669982001185
Enhanced Sequence Attention,2,4,0,933,7.812027811044639,8.580467405221757,0.0,False,0.6456553445746708,-1.7437289377013985,0.2786855615002761,1.765858502362511,2.08809757232666,"[-0.876531720161438, -0.7051748037338257, -0.6451361775398254, -0.840653121471405, 0.8053848743438721, 0.6830126643180847, 0.22929373383522034, -0.8966310024261475]",3.545750048942864
Enhanced Sequence Attention,2,4,0,934,7.697504975458077,8.618108397401853,0.0,False,0.5990163848824823,-0.6600050657077987,0.7695811278789124,1.0138351932870229,2.09968638420105,"[-0.8161497712135315, -0.7915273904800415, -0.715207040309906, -0.9585397243499756, 0.8309621214866638, 0.6542550921440125, 0.37480050325393677, -0.6532411575317383]",3.7402919260784984
Enhanced Sequence Attention,2,4,0,935,7.623564506115493,8.714802278297912,0.0,False,0.5953866896976898,-0.7733443655854831,1.0400270811733874,1.296039288508203,1.956428050994873,"[0.6408886313438416, 0.7561570405960083, -0.5037973523139954, -0.77651047706604, 0.10115847736597061, -0.6917632222175598, 0.8787371516227722, 0.8528600931167603]",3.692790982313454
Enhanced Sequence Attention,2,4,0,936,7.538097489021458,8.820118466219421,0.0,False,0.5000678153918624,-0.9371261589905636,1.0574756500416067,1.4129614956874534,1.9223730564117432,"[0.7351019382476807, -0.26872503757476807, -0.039396315813064575, -0.8300911784172058, -0.9237138628959656, 0.6084710359573364, 0.7033989429473877, 0.8210190534591675]",3.5544579150155187
Enhanced Sequence Attention,2,4,0,937,7.390887637869815,8.936849554398899,0.0,False,0.452955527761964,-2.2462639000290343,1.211009520256621,2.5519101799878885,1.8067597150802612,"[0.8867250084877014, -0.12386032938957214, 0.1424427330493927, -0.8675125241279602, -0.9222730398178101, -0.1671282947063446, 0.5879955291748047, 0.6823723316192627]",3.992584068328142
Enhanced Sequence Attention,2,4,0,938,7.157340745536059,9.05903230615196,0.0,False,0.5611203726033313,-2.0469054172961125,1.1079782411871992,2.3275389514034885,1.8509618043899536,"[0.8230966329574585, -0.29343920946121216, -0.05108502507209778, 0.2168624997138977, -0.8562331795692444, -0.9569652676582336, 0.6459124088287354, 0.739395022392273]",3.735749982297421
Enhanced Sequence Attention,2,4,0,939,6.963734748175869,9.164906972745571,0.0,False,0.5789940088637271,-1.8717046124887755,1.025547571349224,2.134250682912401,1.9473023414611816,"[-0.32553696632385254, -0.8981585502624512, -0.6104646325111389, 0.9883288741111755, 0.911976158618927, 0.4636495113372803, 0.0032189935445785522, -0.6951119899749756]",3.6434161011129618
Enhanced Sequence Attention,2,4,0,940,6.812118880336158,9.176610673179225,0.0,False,0.542535071650772,-1.13504956070371,-1.135247122570434,1.605342186126726,2.167889356613159,"[-0.9268602728843689, -0.7426010370254517, -0.6788251996040344, -0.8415696024894714, 0.7565297484397888, 0.794014036655426, -0.2404826134443283, -0.9271178245544434]",3.8046250119805336
Enhanced Sequence Attention,2,4,0,941,6.7148886493785644,9.047526265996778,0.0,False,0.6071452564591283,-0.9071278020405068,-1.2855042450288614,1.5733410352565218,2.243664026260376,"[-0.8180884122848511, -0.9117158651351929, -0.8729388117790222, -0.9719278812408447, 0.8268395066261292, 0.5144500732421875, 0.9235572218894958, 0.15996195375919342]",3.70908307377249
Enhanced Sequence Attention,2,4,0,942,6.61612810233465,8.917079084769295,0.0,False,0.605914290831921,-1.2065674785915768,-1.1162381851541945,1.6437131034311203,1.9345186948776243,"[0.7497852444648743, -0.26332443952560425, -0.9766116738319397, -0.7356038093566895, 0.6424848437309265, -0.1869467794895172, 0.7886365652084351, 0.7391063570976257]",3.911957959644496
Enhanced Sequence Attention,2,4,0,943,6.490663758219472,8.813521830012364,0.0,False,0.5107307606193132,-1.2845144620974631,-0.9385948626592456,1.5908921143647246,2.063647985458374,"[0.8230944275856018, 0.22108706831932068, -0.719767689704895, -0.5198214054107666, -1.0, 0.48203083872795105, 0.8908680081367493, 0.8473486304283142]",3.818708937615156
Enhanced Sequence Attention,2,4,0,944,6.328981477775538,8.783431663421688,0.0,False,0.4074959029326704,-1.7215155774370172,0.473755214867365,1.78551389996615,1.6701604127883911,"[0.8586766719818115, 0.1700083315372467, 0.022980615496635437, -0.3905925750732422, -0.9458238482475281, 0.4998065233230591, 0.6130208969116211, 0.591550886631012]",3.86833306401968
Enhanced Sequence Attention,2,4,0,945,6.173160537403907,8.944230178597525,0.0,False,0.4692804262554003,-1.6255491343087785,2.211282804649331,2.7444820331329973,1.4270687103271484,"[0.9061672687530518, 0.01694953441619873, 0.03466147184371948, 0.0443054735660553, -0.8123559355735779, -0.5680325627326965, -0.11695267260074615, 0.46440643072128296]",3.599874908104539
Enhanced Sequence Attention,2,4,0,946,6.010319615201532,9.128752972399168,0.0,False,0.5363458770952222,-1.6651650388425991,1.708663301078198,2.385855168076034,1.9207136631011963,"[-0.20867687463760376, -0.9752069711685181, 1.0, 1.0, 0.25706395506858826, 0.12183130532503128, -0.6223751306533813, -0.4757005572319031]",3.4577089827507734
Enhanced Sequence Attention,2,4,0,947,5.840534357372641,9.26649443384743,0.0,False,0.5334887472513195,-1.6947685408614872,0.7413288507083915,1.8498131992140177,2.112746238708496,"[-1.0, -0.9458737373352051, 0.2642800509929657, 0.4133005738258362, 0.9852356314659119, 0.5792297124862671, -0.7616962194442749, -0.6648159027099609]",3.516416996717453
Enhanced Sequence Attention,2,4,0,948,5.6794470128975805,9.3208805081622,0.0,False,0.6741417704402897,-1.5337581015733723,0.4983789651158452,1.6126982070467792,2.254953622817993,"[-0.9914514422416687, -1.0, -0.39711660146713257, -0.48142096400260925, 1.0, 0.42754480242729187, -0.7277210354804993, -1.0]",3.8275839760899544
Enhanced Sequence Attention,2,4,0,949,5.549968741149572,9.36047929859244,0.0,False,0.7351055752455815,-1.177974407724112,0.5679880877966681,1.3077592183318332,2.0511069297790527,"[-0.18652689456939697, -0.5454840660095215, -1.0, -0.9412961602210999, 0.8144436478614807, 0.2942725121974945, 0.991066038608551, 0.5064877867698669]",4.176667076535523
Enhanced Sequence Attention,2,4,0,950,5.441042116090395,9.420252424245874,0.0,False,0.6898857186922851,-0.9913083391393316,0.5533252258224908,1.135280154313767,1.461108922958374,"[-0.038226790726184845, 0.13776597380638123, -0.8066771030426025, -0.5635985136032104, 0.06767191737890244, 0.24229642748832703, 0.6450554728507996, 0.8164826035499573]",3.9309579879045486
Enhanced Sequence Attention,2,4,0,951,5.35309142096323,9.468029522237517,0.0,False,0.5360993684229033,-0.7793102076745848,0.4483195302760416,0.899063290882647,1.664851188659668,"[0.3672434091567993, -0.11232694983482361, -0.6930621862411499, -0.7133229970932007, -0.4957757592201233, 0.36024361848831177, 0.9082299470901489, 0.6592638492584229]",3.2844579545781016
Enhanced Sequence Attention,2,4,0,952,5.3030078442019954,9.548393738304796,0.0,False,0.3782283293043333,0.3187224565069393,0.7899451986951604,0.8518200638769636,1.6213852167129517,"[0.6570798754692078, 0.4596797525882721, 0.5743775963783264, -0.5679595470428467, -0.7646625638008118, 0.36851295828819275, 0.5352842211723328, 0.5712292790412903]",3.8877499755471945
Enhanced Sequence Attention,2,4,0,953,5.390330949992709,9.693199052091996,0.0,False,0.4201882059044071,1.1474387379831048,1.805858235700148,2.1395652887608527,1.5453864336013794,"[0.6111598610877991, -0.34401223063468933, 0.7267622351646423, 0.04657301306724548, -0.3473607897758484, -0.40218380093574524, -0.9326605200767517, 0.46231940388679504]",3.3945830073207617
Enhanced Sequence Attention,2,4,0,954,5.473645793031866,9.870776269715668,0.0,False,0.4810587605165069,-0.5816674527517041,1.1303486214686538,1.2712297320495387,1.9132856130599976,"[0.9316114783287048, 0.10243886709213257, 0.5473565459251404, 0.5704100728034973, -0.9471678733825684, -0.5007924437522888, -1.0, 0.09685772657394409]",3.3519999124109745
Enhanced Sequence Attention,2,4,0,955,5.377483576106632,9.958118339911508,0.0,False,0.5466506636516645,-1.0828349570298377,0.7589344737843071,1.3223135330412652,1.17875874042511,"[-0.3292473554611206, -0.3754015564918518, 0.36457139253616333, -0.1983049362897873, 0.06950847059488297, -0.1342938244342804, -0.7105051875114441, -0.6634914875030518]",3.4923339262604713
Enhanced Sequence Attention,2,4,0,956,5.283884879274903,10.008999121273824,0.0,False,0.5272555982964098,-0.5448702148990985,0.0630713914561676,0.5485084789722096,1.8969504833221436,"[-0.9622106552124023, -0.5961000919342041, -0.3154356777667999, -0.285756915807724, 0.6995099186897278, 0.6689749360084534, -0.5317457318305969, -0.9573321342468262]",3.16079193726182
Enhanced Sequence Attention,2,4,0,957,5.266645084011387,9.943873286054233,0.0,False,0.5638461675848874,0.0122282545141677,-1.3877669664192032,1.3878208397674467,2.236508369445801,"[-1.0, 0.1426948606967926, -0.8791621327400208, -0.9276512265205383, 0.9391781091690063, 0.690050482749939, -0.7214083075523376, -0.6851930618286133]",3.649167018011212
Enhanced Sequence Attention,2,4,0,958,5.270228156994448,9.80332323535076,0.0,False,0.6038882584111623,0.1275642010291167,-1.3300444129238145,1.3361477334988263,1.135068655014038,"[0.1791643500328064, -0.7712306976318359, -0.5262151956558228, -0.08242940902709961, 0.25534918904304504, -0.1688806414604187, 0.5257046818733215, 0.08773654699325562]",3.199000027962029
Enhanced Sequence Attention,2,4,0,959,5.288015149870568,9.676636152705155,0.0,False,0.5587991568545563,0.202494986483992,-1.2184942043875109,1.235205386029831,1.6732152700424194,"[0.672844648361206, 0.00024363398551940918, -0.8288080096244812, -0.4806572198867798, 0.11348096281290054, -0.1862936019897461, 0.6584073305130005, 0.9735973477363586]",3.9114159299060702
Enhanced Sequence Attention,2,4,0,960,5.30949590862118,9.58759245032287,0.0,False,0.467636828055418,0.5925780064518467,-0.6339378716242893,0.8677706602610962,1.117168426513672,"[0.5418713688850403, -0.41656869649887085, 0.016673684120178223, -0.3881324529647827, -0.3294404149055481, -0.15589836239814758, 0.41835659742355347, 0.5675640106201172]",3.5420000785961747
Enhanced Sequence Attention,2,4,0,961,5.367257257463786,9.572357790726498,0.0,False,0.3961003956494178,0.5388554636921371,0.9461824214296812,1.0888647231742807,1.782335877418518,"[0.9451622366905212, 0.735515832901001, 0.3520657420158386, -0.6717685461044312, -0.9915043115615845, -0.21061864495277405, -0.0367208868265152, 0.37201225757598877]",3.7147499388083816
Enhanced Sequence Attention,2,4,0,962,5.431087547765242,9.728291155080678,0.0,False,0.5233709671731299,0.670824175321748,1.5766058232723954,1.7133858281696308,1.7652583122253418,"[0.8935515284538269, 0.6535756587982178, 0.7578060030937195, -0.002996206283569336, -0.8959612846374512, -0.4568571150302887, -0.1703084260225296, 0.5251593589782715]",4.001957946456969
Enhanced Sequence Attention,2,4,0,963,5.483173296315278,9.871347552970184,0.0,False,0.606685160786198,0.2823301281305255,1.3019862059434824,1.3322456161373937,1.8192275762557983,"[1.0, -0.18556329607963562, 0.9549839496612549, 0.6305350661277771, -0.47328826785087585, -0.06964980810880661, -0.5408436059951782, 0.666499674320221]",4.428541986271739
Enhanced Sequence Attention,2,4,0,964,5.501864448368429,10.003845624346022,0.0,False,0.611453662587971,0.1302636797246134,1.3567486709171537,1.3629877410640416,1.6207783222198486,"[0.04866956174373627, -0.43357768654823303, 1.0, 0.7235943675041199, -0.6599265933036804, 0.12051280587911606, -0.6380439400672913, 0.23632334172725677]",3.840290941298008
Enhanced Sequence Attention,2,4,0,965,5.458271009981278,10.103344100648648,0.0,False,0.6005553877745069,-0.9003653074241869,0.7615449694000326,1.1792406146463694,1.9129152297973633,"[-0.2812386155128479, -0.6991599798202515, 1.0, 0.7095372080802917, -0.8780094981193542, -0.06530066579580307, -0.8559936881065369, 0.2828276753425598]",3.5432089352980256
Enhanced Sequence Attention,2,4,0,966,5.3937667138684775,10.096435363388952,0.0,False,0.5545457740147861,-0.4815578663160011,-0.5034445951420169,0.6966738397475026,1.2470817565917969,"[-1.0, 0.07808619737625122, 0.10727143287658691, -0.017581641674041748, 0.401146799325943, 0.5477913618087769, 0.09596939384937286, -0.25902700424194336]",3.5684170434251428
Enhanced Sequence Attention,2,4,0,967,5.3804891335551845,9.985946556377476,0.0,False,0.5313172271834284,0.0032129372188602,-1.4706499691956876,1.470653478852462,1.4925012588500977,"[-0.5898880362510681, -0.3958289325237274, -0.36619144678115845, -0.800473153591156, 0.7555696368217468, -0.07763544470071793, 0.5272484421730042, -0.30521249771118164]",3.425625036470592
Enhanced Sequence Attention,2,4,0,968,5.39451697808517,9.866631864400553,0.0,False,0.5197643816331732,0.456660152721269,-0.9816205737651962,1.082643729914197,1.9514085054397583,"[-0.41603967547416687, -0.8473581075668335, -0.7194937467575073, 0.2131224274635315, 0.798506498336792, 0.9561265110969543, 0.6157917976379395, -0.6502368450164795]",3.5947919823229313
Enhanced Sequence Attention,2,4,0,969,5.455319831088661,9.755967683170732,0.0,False,0.5292395634739233,0.7616260050546629,-1.136826077117416,1.368374108637583,1.4322327375411987,"[0.11252626031637192, -0.5708849430084229, -0.9304119944572449, -0.05537030100822449, 0.5481211543083191, 0.4987904131412506, 0.42721790075302124, 0.3350260257720947]",3.755584009923041
Enhanced Sequence Attention,2,4,0,970,5.525425206010276,9.650577669590554,0.0,False,0.4638694521965054,0.5560597246986234,-0.8601579258717477,1.0242431717477525,1.9407027959823608,"[1.0, -0.12812688946723938, -0.8754948973655701, 0.48395609855651855, -0.6614152789115906, 0.9708229899406433, 0.1946680098772049, 0.5756239891052246]",3.761917003430426
Enhanced Sequence Attention,2,4,0,971,5.5659292582334805,9.65476757101692,0.0,False,0.4581633098942366,0.2122313870784443,0.9347493421982748,0.9585397719455088,1.7160911560058594,"[1.0, 0.05880209803581238, 0.013557791709899902, 0.2912275195121765, -1.0, -0.6101312637329102, -0.266590416431427, 0.6427934765815735]",3.608166007325053
Enhanced Sequence Attention,2,4,0,972,5.5690550677307495,9.765264017357996,0.0,False,0.4822870794979643,-0.0732966522906833,1.0176543145736052,1.0202904994202855,1.766555905342102,"[0.8823727369308472, 0.6471397876739502, 0.5537033081054688, -0.02811872959136963, -0.7969966530799866, -0.3143828213214874, -0.6637550592422485, 0.664348840713501]",3.731000004336238
Enhanced Sequence Attention,2,4,0,973,5.556924592981636,9.883745403025715,0.0,False,0.5252194174024063,-0.3127443562440677,1.1224822022883347,1.1652361678289025,1.6934055089950562,"[0.010318435728549957, 0.32890060544013977, 0.9774302840232849, -0.6946605443954468, 0.15904012322425842, -0.8136541843414307, -0.5288364291191101, 0.5953338146209717]",3.943542018532753
Enhanced Sequence Attention,2,4,0,974,5.498507862154531,9.959924540989013,0.0,False,0.5767143429870043,-0.6536386829972805,0.5738548335390152,0.8698004931514526,0.9083654284477234,"[-0.22788721323013306, -0.6352000832557678, 0.3938073515892029, -0.12315702438354492, -0.14095912873744965, -0.04932590574026108, -0.2297651320695877, 0.35266077518463135]",3.5032499581575394
Enhanced Sequence Attention,2,4,0,975,5.471507413579024,9.96465801927383,0.0,False,0.5616503197691983,-0.0335848293104698,-0.6632837213126203,0.664133447221363,1.5458755493164062,"[-0.809184730052948, -0.5630507469177246, 0.3917332589626312, -0.7746619582176208, 0.26886895298957825, -0.26190105080604553, 0.6338728666305542, 0.34884291887283325]",3.388207987882197
Enhanced Sequence Attention,2,4,0,976,5.467492844709937,9.865357367222352,0.0,False,0.5650698723530071,-0.0125648274748151,-1.2131128329686334,1.213177901382421,2.2046947479248047,"[-0.9159564971923828, -0.7953425645828247, 0.956766664981842, -0.8240750432014465, 0.8888281583786011, -0.15216436982154846, 0.9850775599479675, 0.10527652502059937]",3.496207995340228
Enhanced Sequence Attention,2,4,0,977,5.481024146122936,9.74913194051001,0.0,False,0.5189469035451688,0.2646737002157492,-1.1542317306990322,1.1841887753810114,1.799894094467163,"[-0.500819742679596, -0.8264873027801514, 0.3992261588573456, -0.4213773012161255, 0.8199958205223083, 0.4980411231517792, 0.9765886664390564, -0.3075922727584839]",3.8509590085595846
Enhanced Sequence Attention,2,4,0,978,5.475170587878188,9.616708367140134,0.0,False,0.4519748783819339,-0.2904417712826538,-1.3145458763440712,1.346249339282663,1.6842775344848633,"[0.31888440251350403, -0.8808869123458862, -0.4635447859764099, 0.6457966566085815, 0.3584977984428406, 1.0, -0.4396859407424927, 0.0732828676700592]",3.7642919924110174
Enhanced Sequence Attention,2,4,0,979,5.532374171319029,9.571746902170151,0.0,False,0.4541638878990423,1.0265031495632344,-0.0503797207075414,1.0277386984646486,1.462768316268921,"[0.8272606730461121, -0.3473213315010071, -1.0, -0.10141484439373016, -0.30632275342941284, 0.011236600577831268, 0.07620754837989807, 0.47396862506866455]",3.639583010226488
Enhanced Sequence Attention,2,4,0,980,5.6329499343284795,9.5814871207346,0.0,False,0.4488025093519229,1.0438598321075072,0.3781226137663017,1.1102342366045883,1.7863181829452517,"[0.9548493027687073, 0.72896409034729, 0.22924208641052246, -0.43921563029289246, -0.7094466090202332, -0.7228701710700989, -0.15694276988506317, 0.672203540802002]",3.330458072014153
Enhanced Sequence Attention,2,4,0,981,5.690096897355531,9.648129612468988,0.0,False,0.4858620077320313,0.1999255980745218,1.0961194153006166,1.1142028618543487,2.496212959289551,"[1.0, 0.8417370319366455, 0.9371446967124939, -0.675194263458252, -1.0, -1.0, -0.43408626317977905, 1.0]",3.959041088819504
Enhanced Sequence Attention,2,4,0,982,5.702811928773398,9.754425996112056,0.0,False,0.6421092814362334,0.0565383217145331,0.8755788592318722,0.8774023709542177,1.283808708190918,"[0.5170313715934753, -0.26875197887420654, 0.818185031414032, -0.49203139543533325, -0.35346516966819763, 0.21659958362579346, -0.4471898078918457, -0.1589411497116089]",3.185083973221481
Enhanced Sequence Attention,2,4,0,983,5.708079081134557,9.79120594382573,0.0,False,0.7270278648998884,0.1750854890016042,-0.2766898591339514,0.3274327512734435,1.3895821571350098,"[0.395910382270813, -0.5473849773406982, 0.6822614669799805, -0.5669652223587036, -0.6848430633544922, 0.15658318996429443, -0.4388778805732727, -0.038612425327301025]",3.3408330054953694
Enhanced Sequence Attention,2,4,0,984,5.736351762499537,9.745937671342618,0.0,False,0.7518052634419973,0.4052052156366218,-0.581892382894412,0.7090768731595032,1.370793700218201,"[-0.5410557985305786, -0.4664730429649353, 0.5486889481544495, -0.535331130027771, 0.011159582063555717, -0.37765488028526306, 0.5952708125114441, 0.5329192876815796]",3.504374995827675
Enhanced Sequence Attention,2,4,0,985,5.754901126492176,9.67659917164012,0.0,False,0.7254979554566613,-0.1305342199928093,-0.8366978206905862,0.8468190041192436,1.590298056602478,"[-0.7630861401557922, -0.206407830119133, 0.6872986555099487, -0.6783738136291504, 0.569220244884491, -0.5139621496200562, 0.6098082065582275, 0.10741448402404785]",3.4582080552354455
Enhanced Sequence Attention,2,4,0,986,5.729733845226878,9.5763668753083,0.0,False,0.6859873279609099,-0.2380725585846934,-1.181230690651884,1.2049831897951893,2.1236839294433594,"[-0.9004262089729309, -0.7913524508476257, 0.8727543950080872, -0.8418881297111511, 0.8153284788131714, -0.2602382302284241, 0.9268714785575867, 0.10476720333099365]",3.4921669866889715
Enhanced Sequence Attention,2,4,0,987,5.710531322004871,9.46955747650131,0.0,False,0.6025639473968394,-0.1931236039613756,-0.8914918737239773,0.912170207430016,1.969322204589844,"[-0.8984441757202148, -0.8987905979156494, -0.12846194207668304, -0.5555680990219116, 0.7689952850341797, 0.39083537459373474, 1.0, -0.4403854012489319]",3.5317919682711363
Enhanced Sequence Attention,2,4,0,988,5.707806854058051,9.354729415952548,0.0,False,0.4794020910838024,-0.0793726696678952,-1.225269600624457,1.2278377803702838,1.3367173671722412,"[-0.5173860788345337, 0.09392452239990234, 1.0, -0.10994069278240204, 0.3630313575267792, 0.38388141989707947, -0.4403206706047058, 0.15867246687412262]",3.964041010476649
Enhanced Sequence Attention,2,4,0,989,5.688636287390549,9.296070318718678,0.0,False,0.4176908315527824,-0.0505487536985844,-0.1456864566237673,0.154206744807317,1.8262580633163452,"[0.05574752390384674, -0.9015172719955444, 0.2444416731595993, 1.0, -0.4234941005706787, 0.9741935133934021, -0.5712785720825195, 0.06975585222244263]",3.666415927000344
Enhanced Sequence Attention,2,4,0,990,5.672304462915634,9.274100308973605,0.0,False,0.5239461796019808,-0.2692281031301052,-0.2645291861441242,0.3774380238358441,1.7703826427459717,"[0.46631133556365967, -0.2245488464832306, 0.8794170022010803, 0.8365206122398376, -0.6206197142601013, -0.08389276266098022, -1.0, 0.03222604840993881]",3.705084091052413
Enhanced Sequence Attention,2,4,0,991,5.6342560353805125,9.247168294810589,0.0,False,0.5779542544133264,-0.6209822177097842,-0.2613237111523956,0.6737276873650233,1.896733641624451,"[0.7262281179428101, -0.7091610431671143, 0.9446152448654175, 0.5118091702461243, -0.32247185707092285, 0.5430052280426025, -0.8519017696380615, 0.5370808243751526]",3.56270803604275
Enhanced Sequence Attention,2,4,0,992,5.588173027175603,9.224036101970162,0.0,False,0.5686719550507014,-0.3133524901214291,-0.2204538029482338,0.383131390386691,1.3797485828399658,"[-0.18667981028556824, -0.7079542875289917, 0.9029523730278015, 0.5825148820877075, -0.2874862849712372, -0.2391904890537262, -0.27046316862106323, -0.00040206313133239746]",3.3819159725680947
Enhanced Sequence Attention,2,4,0,993,5.558605496019205,9.207553316859649,0.0,False,0.5362030777516155,-0.1612732323542025,-0.2074624864165093,0.2627731697569082,2.212902784347534,"[-0.9581966400146484, 0.5884970426559448, -0.20400208234786987, -0.9642910361289978, 0.907990038394928, -0.4647187292575836, 0.9610337615013123, 0.8348652720451355]",3.925417084246874
Enhanced Sequence Attention,2,4,0,994,5.570069832978888,9.16563406749631,0.0,False,0.4891671121863612,0.7855885931742961,-0.9166016398315828,1.2071901274726846,2.0865347385406494,"[-0.9921888113021851, 0.45826098322868347, -0.040617674589157104, -0.9351616501808167, 0.9138873219490051, 0.2126140594482422, 0.8901304602622986, 0.7812052965164185]",3.62083304207772
Enhanced Sequence Attention,2,4,0,995,5.6535433752680495,9.06301854955714,0.0,False,0.5857699637324135,0.716677520389585,-1.2026246251565291,1.3999759488164956,1.1515252590179443,"[-0.5302160382270813, -0.6231392025947571, 0.3813096284866333, -0.00653684139251709, 0.2602315843105316, 0.5517308115959167, 0.2271733283996582, 0.29564183950424194]",3.862708923406899
Enhanced Sequence Attention,2,4,0,996,5.709452366964459,8.93762758254719,0.0,False,0.6306093378831136,0.4214667462769635,-1.1350237975536126,1.2107490405655148,1.3364953994750977,"[0.2717713713645935, -0.6369771957397461, 0.23688411712646484, -0.885607898235321, 0.0885811522603035, 0.21448653936386108, 0.5430627465248108, -0.34269028902053833]",3.8476670160889626
Enhanced Sequence Attention,2,4,0,997,5.74878527360525,8.827592532440397,0.0,False,0.5833773353013018,0.2996333491499542,-1.146716417499257,1.1852167253650905,2.048504590988159,"[0.3257724940776825, -0.7789326310157776, 0.7653161287307739, 0.9404246211051941, -0.818885087966919, 0.7412888407707214, -0.8821102976799011, -0.12328547239303589]",3.774584038183093
